filename,width,height,class,xmin,ymin,xmax,ymax
aughard_hat_workers101.png,416,416,head,77.795395,103.03915,121.6398,157.5125
aughard_hat_workers101.png,416,416,head,198.69968,120.31119,237.2296,169.47006
aughard_hat_workers101.png,416,416,head,265.13058,107.025,291.70297,149.54079
aughard_hat_workers101.png,416,416,head,286.3885,111.01086,315.6181,154.85527
aughard_hat_workers101.png,416,416,head,376.73453,140.24046,394.0066,158.84113
aughard_hat_workers1010.png,416,415,head,109.049355,216.67307,164.62848,273.5867
aughard_hat_workers1010.png,416,415,head,206.57735,178.07155,234.67451,208.30394
aughard_hat_workers1010.png,416,415,head,179.55235,199.36049,205.13884,226.54837
aughard_hat_workers1010.png,416,415,head,235.07259,168.4268,260.36505,194.51996
aughard_hat_workers1010.png,416,415,head,224.81718,172.7018,242.33778,191.29
aughard_hat_workers1010.png,416,415,head,240.81325,160.65497,257.7729,178.4153
aughard_hat_workers1014.png,416,416,head,173.4918,79.6913,217.30464,133.50877
aughard_hat_workers1014.png,416,416,head,0.0,119.13067,2.2233396,189.10997
aughard_hat_workers1014.png,416,416,head,61.13003,95.645424,109.318634,152.40941
aughard_hat_workers1014.png,416,416,head,203.26408,47.69728,264.92084,121.50254
aughard_hat_workers1014.png,416,416,head,114.947495,119.227745,144.78638,154.06894
aughard_hat_workers1014.png,416,416,head,50.839794,134.69756,80.12889,163.98665
aughard_hat_workers1014.png,416,416,head,18.120998,161.81006,38.405704,184.23862
aughard_hat_workers1014.png,416,416,head,0.0,152.81697,18.967701,181.0505
aughard_hat_workers1024.png,416,415,head,100.87959,233.27786,137.53955,270.1192
aughard_hat_workers1024.png,416,415,head,155.40431,191.04677,181.57648,217.1736
aughard_hat_workers1024.png,416,415,head,190.00812,174.35304,211.84915,196.33011
aughard_hat_workers1024.png,416,415,head,178.97621,189.49332,195.20863,205.77109
aughard_hat_workers1024.png,416,415,head,216.17635,152.55342,237.33331,173.80107
aughard_hat_workers1024.png,416,415,head,234.59308,125.693245,264.91504,156.15121
aughard_hat_workers1024.png,416,415,head,249.3174,109.13949,278.8646,138.95874
aughard_hat_workers1024.png,416,415,head,293.17688,92.672485,309.36395,108.99559
aughard_hat_workers1034.png,416,415,head,392.34088,154.5841,406.34088,172.5841
aughard_hat_workers1034.png,416,415,head,361.34088,163.5841,370.34088,174.5841
aughard_hat_workers1034.png,416,415,head,330.34088,162.5841,336.34088,173.5841
aughard_hat_workers1034.png,416,415,head,341.34088,153.5841,358.34088,176.5841
aughard_hat_workers1034.png,416,415,head,280.34088,143.5841,296.34088,165.5841
aughard_hat_workers1034.png,416,415,head,262.34088,142.5841,275.34088,158.5841
aughard_hat_workers1034.png,416,415,head,271.34088,149.5841,280.34088,163.5841
aughard_hat_workers1034.png,416,415,head,245.34088,145.5841,259.34088,159.5841
aughard_hat_workers1034.png,416,415,head,219.34088,145.5841,233.34088,164.5841
aughard_hat_workers1034.png,416,415,head,196.34088,136.5841,218.34088,163.5841
aughard_hat_workers1034.png,416,415,head,48.34088,127.58411,63.34088,145.5841
aughard_hat_workers1034.png,416,415,head,132.34088,130.5841,151.34088,153.5841
aughard_hat_workers1035.png,416,415,head,222.97443,180.95444,250.20064,220.43245
aughard_hat_workers1035.png,416,415,head,179.41246,180.95444,206.63869,219.07115
aughard_hat_workers1035.png,416,415,head,278.78818,182.31575,307.3757,217.70984
aughard_hat_workers1035.png,416,415,head,383.60913,180.95444,410.83536,212.26459
aughard_hat_workers1035.png,416,415,head,138.57312,180.95444,161.71542,214.98721
aughard_hat_workers1035.png,416,415,head,104.540344,178.23181,129.04395,209.54196
aughard_hat_workers1035.png,416,415,head,7.887268,179.59312,32.39087,204.09673
aughard_hat_workers1035.png,416,415,head,331.8793,179.59312,359.10553,214.98721
aughard_hat_workers1035.png,416,415,head,55.533173,182.31575,84.1207,213.6259
aughard_hat_workers1038.png,416,416,head,239.07811,166.15892,264.07812,200.15892
